Name,Author,Year,Publication Name,DOI,Publication Year,Publication Type,Database
Ensuring the privacy and security of IoT-medical data: a hybrid deep learning-based encryption and blockchain-enabled transmission,Aditya Kaushal RanjanPrabhat Kumar,2024,Multimedia Tools and Applications,10.1007/s11042-023-18043-5,2024,,Springer
Energy efficient routing and secured data transmission in the IoV: Improved deep learning model for energy prediction,Bhagyashree Ramesh UmaleNinad N. More,2024,Multimedia Tools and Applications,10.1007/s11042-024-18172-5,2024,,Springer
"RETRACTED ARTICLE: Hourly day-ahead wind power
   forecasting with the EEMD-CSO-LSTM-EFG deep learning technique",A. Shobana DeviG. MaragathamK. BoopathiA. G. Rangaraj,2020,Soft Computing,10.1007/s00500-020-04680-7,2020,,Springer
Recognizing arabic handwritten characters using deep learning and genetic algorithms,Hossam Magdy BalahaHesham Arafat AliEsraa Khaled YoussefAsmaa Elsayed ElsayedReem Adel SamakMohammed Samy AbdelhaleemMohammed Mosa TolbaMahmoud Ragab ShehataMahmoud Refa’at MahmoudMariam Mahmoud AbdelhameedMostafa Mahmoud Mohammed,2021,Multimedia Tools and Applications,10.1007/s11042-021-11185-4,2021,,Springer
An enhanced hybrid ensemble deep learning approach for forecasting daily PM2.5,Hui Liu 刘辉Da-hua Deng 邓达华,2022,Journal of Central South University,10.1007/s11771-022-5051-4,2022,,Springer
Automatic dementia screening and scoring by applying deep learning on clock-drawing tests,Shuqing ChenDaniel StromerHarb Alnasser AlabdalrahimStefan SchwabMarkus WeihAndreas Maier,2020,Scientific Reports,10.1038/s41598-020-74710-9,2020,,Springer
Hybrid Optimization Enabled Segmentation with Deep Learning For Histopathological Images of Uterine Tissue,Veena I. PatilShobha R. Patil,2024,Sensing and Imaging,10.1007/s11220-023-00456-z,2024,,Springer
Severity of lung infection identification and classification using optimization-enabled deep learning with IoT,P. VijayaSatish ChanderRoshan FernandesAnisha P. RodriguesR. Maheswari,2024,Multimedia Systems,10.1007/s00530-024-01275-2,2024,,Springer
Research on context-aware group recommendation based on deep learning,Haibo XuChengshun Jiang,2020,Neural Computing and Applications,10.1007/s00521-019-04286-7,2020,,Springer
"Lake level dynamics exploration using deep learning, artificial neural network, and multiple linear regression techniques",Jinfeng WenPeng-Fei HanZhangbing ZhouXu-Sheng Wang,2019,Environmental Earth Sciences,10.1007/s12665-019-8210-7,2019,,Springer
Deep learning for efficient stochastic analysis with spatial variability,Xuzhen HeFang WangWengui LiDaichao Sheng,2022,Acta Geotechnica,10.1007/s11440-021-01335-1,2022,,Springer
Machine and deep learning techniques for the prediction of diabetics: a review,Sandip Kumar Singh ModakVijay Kumar Jha,2024,Multimedia Tools and Applications,10.1007/s11042-024-19766-9,2024,,Springer
Prediction of the Charpy V-notch impact energy of low carbon steel using a shallow neural network and deep learning,Si-wei WuJian YangGuang-ming Cao,2021,"International Journal of Minerals, Metallurgy and Materials",10.1007/s12613-020-2168-z,2021,,Springer
An intelligent surgical video retrieval for computer vision enhancement in medical diagnosis using deep learning techniques,Archana MantriRahul Mishra,2024,Multimedia Tools and Applications,10.1007/s11042-024-18813-9,2024,,Springer
"Deep learning applications in the Internet of Things: a review, tools, and future directions",Parisa RaoufiAtefeh HemmatiAmir Masoud Rahmani,2024,Evolutionary Intelligence,10.1007/s12065-024-00949-0,2024,,Springer
Slime Mold optimization with hybrid deep learning enabled crowd-counting approach in video surveillance,Zheng XuDeepak Kumar JainPourya ShamsolmoaliAlireza GoliSubramani NeelakandanAmar Jain,2024,Neural Computing and Applications,10.1007/s00521-023-09083-x,2024,,Springer
The design of regional medical cloud computing information platform based on deep learning,Kaidong Zhang,2021,International Journal of System Assurance Engineering and Management,10.1007/s13198-021-01075-1,2021,,Springer
Hardening of the Internet of Things by using an intrusion detection system based on deep learning,Bahman VarastanShahram JamaliReza Fotohi,2024,Cluster Computing,10.1007/s10586-023-04097-5,2024,,Springer
Deep learning-based heat optimization techniques for forecasting indoor temperature changes,Latika JindalNitika Vats DoohanSwati VaidyaHemlata PatelArpit Deo,2024,Spatial Information Research,10.1007/s41324-023-00546-w,2024,,Springer
IoT-enabled ECG-based heart disease prediction using three-layer deep learning and meta-heuristic approach,Jyoti MishraMahendra Tiwari,2024,"Signal, Image and Video Processing",10.1007/s11760-023-02743-4,2024,,Springer
Image Classification Algorithm Based on Proposal Region Clustering Learning-Unsupervised Deep Learning,Lei LiXiao-li Yin,2023,Journal of Electrical Engineering & Technology,10.1007/s42835-022-01227-8,2023,,Springer
DeepHBSP: A Deep Learning Framework for Predicting Human Blood-Secretory Proteins Using Transfer Learning,Wei DuYu SunHui-Min BaoLiang ChenYing LiYan-Chun Liang,2021,Journal of Computer Science and Technology,10.1007/s11390-021-0851-9,2021,,Springer
Flood hazard mapping in western Iran: assessment of deep learning vis-à-vis machine learning models,Eslam SatarzadehAmirpouya SarrafHooman HajikandiMohammad Sadegh Sadeghian,2022,Natural Hazards,10.1007/s11069-021-05098-6,2022,,Springer
An automated pre-term prediction system using EHG signal with the aid of deep learning technique,A. VeenaS. Gowrishankar,2024,Multimedia Tools and Applications,10.1007/s11042-023-15665-7,2024,,Springer
Future forecasting prediction of Covid-19 using hybrid deep learning algorithm,Ganesh YenurkarSandip Mal,2023,Multimedia Tools and Applications,10.1007/s11042-022-14219-7,2023,,Springer
Advances in deep learning intrusion detection over encrypted data with privacy preservation: a systematic review,Fatma HendaouiAhlem FerchichiLamia TrabelsiRahma MeddebRawia AhmedManel Khazri Khelifi,2024,Cluster Computing,10.1007/s10586-024-04424-4,2024,,Springer
Codon optimization with deep learning to enhance protein expression,Hongguang FuYanbing LiangXiuqin ZhongZhiLing PanLei HuangHaiLin ZhangYang XuWei ZhouZhong Liu,2020,Scientific Reports,10.1038/s41598-020-74091-z,2020,,Springer
"Special issue on deep interpretation of deep learning: prediction, representation, modeling and utilization",Nian ZhangJian WangLeszek Rutkowski,2023,Neural Computing and Applications,10.1007/s00521-023-08472-6,2023,,Springer
The analysis of agricultural Internet of things product marketing by deep learning,Qiuyan LiuXuan ZhaoKaihan Shi,2023,The Journal of Supercomputing,10.1007/s11227-022-04817-5,2023,,Springer
Sentiment analysis of Indonesian datasets based on a hybrid deep-learning strategy,Chih-Hsueh LinUlin Nuha,2023,Journal of Big Data,10.1186/s40537-023-00782-9,2023,,Springer
A multi-agent adaptive deep learning framework for online intrusion detection,Mahdi SoltaniKhashayar KhajaviMahdi Jafari SiavoshaniAmir Hossein Jahangir,2024,Cybersecurity,10.1186/s42400-023-00199-0,2024,,Springer
Deep learning versus parametric and ensemble methods for genomic prediction of complex phenotypes,Rostam Abdollahi-ArpanahiDaniel GianolaFrancisco Peñagaricano,2020,Genetics Selection Evolution,10.1186/s12711-020-00531-z,2020,,Springer
A comprehensive health assessment approach using ensemble deep learning model for remote patient monitoring with IoT,Gayathri RMaheswari SSandeep Kumar MathivananBasu Dev ShivahareRadha Raman ChandanMohd Asif Shah,2024,Scientific Reports,10.1038/s41598-024-66427-w,2024,,Springer
"Deep learning in water protection of resources, environment, and ecology: achievement and challenges",Xiaohua FuJie JiangXie WuLei HuangRui HanKun LiChang LiuKallol RoyJianyu ChenNesma Talaat Abbas MahmoudZhenxing Wang,2024,Environmental Science and Pollution Research,10.1007/s11356-024-31963-5,2024,,Springer
"RETRACTED ARTICLE: Recent Deep Learning Techniques, Challenges and Its Applications for Medical Healthcare System: A Review",Saroj Kumar PandeyRekh Ram Janghel,2019,Neural Processing Letters,10.1007/s11063-018-09976-2,2019,,Springer
Gene encoder: a feature selection technique through unsupervised deep learning-based clustering for large gene expression data,UzmaFeras Al-ObeidatAbdallah TubaishatBabar ShahZahid Halim,2022,Neural Computing and Applications,10.1007/s00521-020-05101-4,2022,,Springer
Classical and Deep Learning based Visual Servoing Systems: a Survey on State of the Art,Zakariae MachkourDaniel Ortiz-ArroyoPetar Durdevic,2021,Journal of Intelligent & Robotic Systems,10.1007/s10846-021-01540-w,2021,,Springer
Deep learning: as the new frontier in high-throughput plant phenotyping,Sunny AryaKaransher Singh SandhuJagmohan SinghSudhir kumar,2022,Euphytica,10.1007/s10681-022-02992-3,2022,,Springer
The Duo of Visual Servoing and Deep Learning-Based Methods for Situation-Aware Disaster Management: A Comprehensive Review,Senthil Kumar JagatheesaperumalMohammad Mehedi HassanMd. Rafiul HassanGiancarlo Fortino,2024,Cognitive Computation,10.1007/s12559-024-10290-4,2024,,Springer
Blockchain Assisted Cloud Security and Privacy Preservation using Hybridized Encryption and Deep Learning Mechanism in IoT-Healthcare Application,K. RajuN. RamshankarJ. Anvar ShathikR. Lavanya,2023,Journal of Grid Computing,10.1007/s10723-023-09678-7,2023,,Springer
A privacy-preserving deep learning framework for highly authenticated blockchain secure storage system,Sheikh Moeen Ul HaqueShabir Ahamd SofiSahil Sholla,2024,Multimedia Tools and Applications,10.1007/s11042-024-19150-7,2024,,Springer
A review on deep learning for recommender systems: challenges and remedies,Zeynep BatmazAli YurekliAlper BilgeCihan Kaleli,2019,Artificial Intelligence Review,10.1007/s10462-018-9654-y,2019,,Springer
An Exploratory Investigation into Image-Data-Driven Deep Learning for Stability Analysis of Geosystems,Zhen LiuShiyan HuYe SunBehnam Azmoon,2022,Geotechnical and Geological Engineering,10.1007/s10706-021-01921-w,2022,,Springer
A systematic review and Meta-data analysis on the applications of Deep Learning in Electrocardiogram,Nehemiah MusaAbdulsalam Ya’u GitalNahla AljojoHaruna ChiromaKayode S. AdewoleHammed A. MojeedNasir FarukAbubakar AbdulkarimIfada EmmanuelYusuf Y. FolawiyoJames A. OgunmodedeAbdukareem A. OloyedeLukman A. OlawoyinIsmaeel A. SikiruIbrahim Katb,2023,Journal of Ambient Intelligence and Humanized Computing,10.1007/s12652-022-03868-z,2023,,Springer
A comprehensive review of deep learning-based models for heart disease prediction,Chunjie ZhouPengfei DaiAihua HouZhenxing ZhangLi LiuAli LiFusheng Wang,2024,Artificial Intelligence Review,10.1007/s10462-024-10899-9,2024,,Springer
Machine learning and deep learning models for human activity recognition in security and surveillance: a review,Sheetal WaghchawareRadhika Joshi,2024,Knowledge and Information Systems,10.1007/s10115-024-02122-6,2024,,Springer
Hybrid semantic deep learning architecture and optimal advanced encryption standard key management scheme for secure cloud storage and intrusion detection,Varun PrabhakaranAshokkumar Kulandasamy,2021,Neural Computing and Applications,10.1007/s00521-021-06085-5,2021,,Springer
DLBench: a comprehensive experimental evaluation of deep learning frameworks,Radwa ElshawiAbdul WahabAhmed BarnawiSherif Sakr,2021,Cluster Computing,10.1007/s10586-021-03240-4,2021,,Springer
Surface wave inversion with unknown number of soil layers based on a hybrid learning procedure of deep learning and genetic algorithm,Zan ZhouThomas Man-Hoi LokWan-Huan Zhou,2024,Earthquake Engineering and Engineering Vibration,10.1007/s11803-024-2240-1,2024,,Springer
An ensemble deep learning based IDS for IoT using Lambda architecture,Rubayyi AlghamdiMartine Bellaiche,2023,Cybersecurity,10.1186/s42400-022-00133-w,2023,,Springer
Deep learning for component fault detection in electricity transmission lines,Iyke MaduakoChukwuemeka Fortune IgweJames Edebo AbahObianuju Esther OnwuasaanyaGrace Amarachi ChukwuFranklin EzejiFrancis Ifeanyi Okeke,2022,Journal of Big Data,10.1186/s40537-022-00630-2,2022,,Springer
Deep learning for intelligent traffic sensing and prediction: recent advances and future challenges,Xiaochen FanChaocan XiangLiangyi GongXin HeYuben QuSaeed AmirgholipourYue XiPriyadarsi NandaXiangjian He,2020,CCF Transactions on Pervasive Computing and Interaction,10.1007/s42486-020-00039-x,2020,,Springer
Harnessing deep learning for population genetic inference,Xin HuangAigerim RymbekovaOlga DolgovaOscar LaoMartin Kuhlwilm,2024,Nature Reviews Genetics,10.1038/s41576-023-00636-3,2024,,Springer
Applications of deep learning for phishing detection: a systematic literature review,Cagatay CatalGörkem GirayBedir TekinerdoganSandeep KumarSuyash Shukla,2022,Knowledge and Information Systems,10.1007/s10115-022-01672-x,2022,,Springer
6G enabled UAV traffic management models using deep learning algorithms,Gaojie Zhang,2023,Wireless Networks,10.1007/s11276-023-03485-4,2023,,Springer
A review on emotion detection by using deep learning techniques,Tulika ChutiaNomi Baruah,2024,Artificial Intelligence Review,10.1007/s10462-024-10831-1,2024,,Springer
Social media text analytics of Malayalam–English code-mixed using deep learning,S. TharaPrabaharan Poornachandran,2022,Journal of Big Data,10.1186/s40537-022-00594-3,2022,,Springer
Enhanced Quantum-Secure Ensemble Intrusion Detection Techniques for Cloud Based on Deep Learning,Dilli Babu SalvakkamVijayalakshmi SaravananPraphula Kumar JainRajendra Pamula,2023,Cognitive Computation,10.1007/s12559-023-10139-2,2023,,Springer
Deep learning and Internet of Things for tourist attraction recommendations in smart cities,Juan Carlos Cepeda-PachecoMari Carmen Domingo,2022,Neural Computing and Applications,10.1007/s00521-021-06872-0,2022,,Springer
A systematic analysis of magnetic resonance images and deep learning methods used for diagnosis of brain tumor,Shubhangi SolankiUday Pratap SinghSiddharth Singh ChouhanSanjeev Jain,2024,Multimedia Tools and Applications,10.1007/s11042-023-16430-6,2024,,Springer
Optical electrocardiogram based heart disease prediction using hybrid deep learning,Avinash L. GolandeT. Pavankumar,2023,Journal of Big Data,10.1186/s40537-023-00820-6,2023,,Springer
An ingenious method for estimating future crop prices that emphasises machine learning and deep learning models,Saikat BanerjeeAbhoy Chand Mondal,2023,International Journal of Information Technology,10.1007/s41870-023-01474-6,2023,,Springer
